#	Program:featureCounts	v2.1.1	Command:"featureCounts"	"-a"	"ref.gtf"	"-o"	"count.txt"	"-t"	"gene"	"-g"	"gene_id"	"-s"	"1"	"SRR10379721_1_trimmed_mapped.bam"	"SRR10379722_1_trimmed_mapped.bam"	"SRR10379723_1_trimmed_mapped.bam"	"SRR10379724_1_trimmed_mapped.bam"	"SRR10379725_1_trimmed_mapped.bam"	"SRR10379726_1_trimmed_mapped.bam"
Geneid	Chr	Start	End	Strand	Length	SRR10379721_1_trimmed_mapped.bam	SRR10379722_1_trimmed_mapped.bam	SRR10379723_1_trimmed_mapped.bam	SRR10379724_1_trimmed_mapped.bam	SRR10379725_1_trimmed_mapped.bam	SRR10379726_1_trimmed_mapped.bam
SAOUHSC_01548	NC_007795.1	1493521	1493721	-	201	0	0	0	0	0	0
SAOUHSC_01549	NC_007795.1	1493789	1493956	-	168	0	0	0	0	0	0
SAOUHSC_01550	NC_007795.1	1493944	1494144	-	201	0	0	0	0	0	0
SAOUHSC_01551	NC_007795.1	1494119	1494307	-	189	0	0	0	0	0	0
SAOUHSC_01552	NC_007795.1	1494344	1494886	-	543	0	0	0	0	0	0
SAOUHSC_01553	NC_007795.1	1494891	1495127	-	237	0	0	0	0	0	0
SAOUHSC_01555	NC_007795.1	1495425	1495772	-	348	0	0	0	0	0	0
SAOUHSC_01556	NC_007795.1	1495769	1496170	-	402	0	0	0	0	0	0
SAOUHSC_01557	NC_007795.1	1496173	1496379	-	207	0	0	0	0	0	0
SAOUHSC_01558	NC_007795.1	1496393	1496635	-	243	0	0	0	0	0	0
SAOUHSC_01559	NC_007795.1	1496650	1496850	-	201	0	0	0	0	0	0
SAOUHSC_01560	NC_007795.1	1496853	1497110	-	258	0	0	0	0	0	0
SAOUHSC_01561	NC_007795.1	1497110	1497511	-	402	0	0	0	0	0	0
SAOUHSC_01562	NC_007795.1	1497511	1497696	-	186	0	0	0	0	0	0
SAOUHSC_01563	NC_007795.1	1497709	1499661	-	1953	0	0	0	0	0	0
SAOUHSC_01565	NC_007795.1	1499730	1500287	-	558	0	0	0	0	0	0
SAOUHSC_01566	NC_007795.1	1500313	1501479	-	1167	0	0	0	0	0	0
SAOUHSC_01567	NC_007795.1	1501476	1501838	-	363	0	0	0	0	0	0
SAOUHSC_01568	NC_007795.1	1501853	1502176	-	324	0	0	0	0	0	0
SAOUHSC_01569	NC_007795.1	1502255	1502416	-	162	0	0	0	0	0	0
SAOUHSC_01570	NC_007795.1	1502429	1502692	-	264	0	0	0	0	0	0
SAOUHSC_01571	NC_007795.1	1502717	1502932	-	216	0	0	0	0	0	0
SAOUHSC_01572	NC_007795.1	1502987	1503352	+	366	0	0	0	0	0	0
SAOUHSC_01573	NC_007795.1	1503321	1503566	-	246	0	0	0	0	0	0
SAOUHSC_01574	NC_007795.1	1503582	1503845	-	264	0	0	0	0	0	0
SAOUHSC_A01514	NC_007795.1	1503842	1504015	-	174	0	0	0	0	0	0
SAOUHSC_01575	NC_007795.1	1503978	1504691	+	714	0	0	0	0	0	0
SAOUHSC_01576	NC_007795.1	1504707	1505639	+	933	0	0	0	0	0	0
SAOUHSC_01577	NC_007795.1	1505645	1505986	+	342	0	0	0	0	0	0
SAOUHSC_01578	NC_007795.1	1506145	1506372	+	228	0	0	0	0	0	0
SAOUHSC_01579	NC_007795.1	1506409	1506555	+	147	0	0	0	0	0	0
SAOUHSC_01580	NC_007795.1	1506552	1507166	-	615	0	0	0	0	0	0
SAOUHSC_01582	NC_007795.1	1507292	1508497	+	1206	0	0	0	0	0	0
SAOUHSC_01583	NC_007795.1	1508540	1510567	-	2028	4834	3314	4633	2002	2259	340
SAOUHSC_01584	NC_007795.1	1510560	1511429	-	870	1441	1054	1197	701	929	149
SAOUHSC_01585	NC_007795.1	1511734	1513485	-	1752	9905	7646	8200	9174	12468	1768
SAOUHSC_01586	NC_007795.1	1513466	1514191	-	726	6642	5483	5079	7405	7574	1423
SAOUHSC_01587	NC_007795.1	1514324	1515061	-	738	3966	3108	3287	3169	3778	663
SAOUHSC_01588	NC_007795.1	1515054	1515596	-	543	1440	1060	1096	1078	1238	217
SAOUHSC_01589	NC_007795.1	1515589	1516320	-	732	2640	1910	2094	2948	2692	265
SAOUHSC_01590	NC_007795.1	1516412	1516918	+	507	338	199	182	536	969	87
SAOUHSC_01591	NC_007795.1	1516996	1517883	-	888	7763	7142	6080	2781	3388	272
SAOUHSC_01592	NC_007795.1	1517932	1518381	-	450	7296	5676	5095	3812	3482	348
SAOUHSC_01593	NC_007795.1	1518486	1519028	-	543	352	314	261	783	976	88
SAOUHSC_01594	NC_007795.1	1519110	1520018	+	909	1754	1529	1395	4015	5017	637
SAOUHSC_01595	NC_007795.1	1520234	1520482	-	249	112	92	73	185	258	85
SAOUHSC_01596	NC_007795.1	1520498	1521253	-	756	368	242	223	853	879	87
SAOUHSC_01597	NC_007795.1	1521425	1522210	+	786	3559	2638	2736	4146	4911	670
SAOUHSC_01598	NC_007795.1	1522315	1523235	-	921	1477	947	945	2780	2707	492
SAOUHSC_01599	NC_007795.1	1523548	1525032	+	1485	22265	17411	12089	37934	40245	3750
SAOUHSC_01600	NC_007795.1	1525235	1526128	+	894	10374	9136	7257	11774	10398	826
SAOUHSC_01601	NC_007795.1	1526211	1527860	-	1650	6368	4836	4172	1251	1765	532
SAOUHSC_01602	NC_007795.1	1527876	1528895	-	1020	1171	952	727	610	737	99
SAOUHSC_01603	NC_007795.1	1528896	1529150	-	255	5	3	8	0	2	0
SAOUHSC_01604	NC_007795.1	1529089	1529460	-	372	2545	2398	1291	6470	7912	1745
SAOUHSC_01605	NC_007795.1	1529679	1531085	-	1407	19272	15867	11732	27868	26344	4818
SAOUHSC_01606	NC_007795.1	1531153	1532286	-	1134	3337	2824	1908	3434	4049	753
SAOUHSC_01607	NC_007795.1	1532549	1532728	+	180	28	24	21	68	87	19
SAOUHSC_01608	NC_007795.1	1532809	1532901	+	93	6	6	11	94	59	3
SAOUHSC_01609	NC_007795.1	1532855	1533835	-	981	2421	1788	1780	2810	3680	406
SAOUHSC_01610	NC_007795.1	1533849	1534286	-	438	1268	938	755	1617	1963	550
SAOUHSC_01611	NC_007795.1	1534637	1535911	-	1275	23017	14401	16534	9332	9135	1605
SAOUHSC_01612	NC_007795.1	1535924	1536907	-	984	13681	9065	9526	5807	6036	1308
SAOUHSC_01613	NC_007795.1	1536907	1537899	-	993	13243	8217	9256	5430	5259	1803
SAOUHSC_01614	NC_007795.1	1537915	1539336	-	1422	12592	8730	9035	4965	5329	1047
SAOUHSC_01615	NC_007795.1	1539487	1541166	-	1680	8377	5083	5277	5129	6647	924
SAOUHSC_01617	NC_007795.1	1541182	1541634	-	453	1291	709	657	1492	1633	61
SAOUHSC_01618	NC_007795.1	1542066	1542947	-	882	5465	4400	3975	5262	7383	1624
SAOUHSC_01619	NC_007795.1	1542925	1543155	-	231	787	665	557	1034	927	73
SAOUHSC_01620	NC_007795.1	1543148	1544485	-	1338	5985	5036	4213	8634	9104	1070
SAOUHSC_01621	NC_007795.1	1544502	1544891	-	390	3728	3210	2752	5487	6628	474
SAOUHSC_01622	NC_007795.1	1544951	1545313	-	363	2314	1853	1638	3567	4303	983
SAOUHSC_01623	NC_007795.1	1545328	1546683	-	1356	6811	5963	4912	9567	10711	2874
SAOUHSC_01624	NC_007795.1	1546683	1547147	-	465	2805	2612	1992	4051	4521	1262
SAOUHSC_01625	NC_007795.1	1547621	1548178	-	558	9762	8028	6739	17571	14972	2533
SAOUHSC_01626	NC_007795.1	1548204	1549265	-	1062	2526	1907	1505	6151	10128	1446
SAOUHSC_01627	NC_007795.1	1549370	1549951	+	582	2114	1266	1491	3054	3180	123
SAOUHSC_01628	NC_007795.1	1549965	1550183	+	219	555	324	393	681	657	51
SAOUHSC_01629	NC_007795.1	1550247	1551077	-	831	4024	2609	2825	4037	4374	1356
SAOUHSC_01630	NC_007795.1	1551235	1551621	+	387	2873	1991	1650	4328	4087	544
SAOUHSC_01632	NC_007795.1	1551986	1553458	-	1473	4233	3598	2640	6659	7595	2744
SAOUHSC_01633	NC_007795.1	1553451	1554797	-	1347	2761	2665	1872	4769	5736	839
SAOUHSC_01634	NC_007795.1	1554817	1555908	-	1092	1402	1136	868	2450	3211	359
SAOUHSC_01635	NC_007795.1	1556067	1556591	-	525	1800	1738	985	3508	3881	261
SAOUHSC_01636	NC_007795.1	1556581	1556727	-	147	1	2	0	0	3	2
SAOUHSC_01637	NC_007795.1	1556824	1557321	-	498	54	35	48	51	87	4
SAOUHSC_01638	NC_007795.1	1557239	1557559	-	321	44	25	23	28	36	0
SAOUHSC_01639	NC_007795.1	1557525	1557971	-	447	43	33	30	37	27	1
SAOUHSC_01640	NC_007795.1	1557949	1558260	-	312	42	22	35	27	38	4
SAOUHSC_01641	NC_007795.1	1558274	1559194	-	921	104	80	102	64	37	3
SAOUHSC_01643	NC_007795.1	1559316	1560290	-	975	227	141	151	94	80	7
SAOUHSC_01644	NC_007795.1	1560342	1560965	-	624	3935	3050	2885	6834	7114	913
SAOUHSC_01645	NC_007795.1	1560962	1561291	-	330	1215	1174	1041	2350	3150	323
SAOUHSC_01646	NC_007795.1	1561291	1562277	-	987	2990	2595	2259	5714	6015	2771
SAOUHSC_01647	NC_007795.1	1562274	1562477	-	204	172	175	192	486	668	62
SAOUHSC_01649	NC_007795.1	1562458	1563921	-	1464	1703	1545	1428	4785	5992	965
SAOUHSC_01650	NC_007795.1	1563933	1564472	-	540	464	376	350	1608	2477	219
SAOUHSC_01651	NC_007795.1	1564681	1564830	-	150	6275	4130	3865	7309	5073	326
SAOUHSC_01652	NC_007795.1	1564943	1567018	-	2076	6127	5563	3955	10698	10815	1652
SAOUHSC_01653	NC_007795.1	1567139	1567738	-	600	27338	26666	16553	52527	69231	9866
SAOUHSC_01655	NC_007795.1	1568014	1568424	-	411	2521	1882	1662	698	901	34
SAOUHSC_01656	NC_007795.1	1568411	1569274	-	864	5314	3981	3324	1607	1858	91
SAOUHSC_01657	NC_007795.1	1569316	1570101	-	786	5099	3671	3256	1549	1925	89
SAOUHSC_01658	NC_007795.1	1570227	1571117	-	891	14593	11827	12691	8351	10921	2166
SAOUHSC_01659	NC_007795.1	1571127	1572473	-	1347	13767	11678	11975	9016	11673	1620
SAOUHSC_01660	NC_007795.1	1572587	1573687	-	1101	9139	8341	6270	6968	7775	1321
SAOUHSC_01661	NC_007795.1	1573690	1574367	-	678	5150	4226	3737	3563	3998	419
SAOUHSC_01662	NC_007795.1	1574498	1575604	-	1107	36556	27377	22966	22551	17461	3633
SAOUHSC_01663	NC_007795.1	1575828	1577627	-	1800	29995	20731	20054	13429	11862	1511
SAOUHSC_01664	NC_007795.1	1577688	1578506	-	819	2427	1733	1677	2763	2781	469
SAOUHSC_01665	NC_007795.1	1578517	1579056	-	540	1240	780	884	1551	1439	104
SAOUHSC_01666	NC_007795.1	1579475	1580866	+	1392	30339	26266	18883	74378	69618	12900
SAOUHSC_01667	NC_007795.1	1581016	1581762	-	747	5082	3646	3958	3050	2986	468
SAOUHSC_01668	NC_007795.1	1581790	1582689	-	900	6241	4480	4594	3606	3604	311
SAOUHSC_01670	NC_007795.1	1582690	1583094	-	405	2316	1441	1549	1369	1314	107
SAOUHSC_01671	NC_007795.1	1583105	1583449	-	345	1154	643	892	856	802	51
SAOUHSC_01672	NC_007795.1	1583452	1583919	-	468	2788	1952	1828	2041	2303	219
SAOUHSC_01673	NC_007795.1	1583920	1584867	-	948	4391	3164	3078	4641	5940	636
SAOUHSC_01675	NC_007795.1	1585171	1585869	-	699	32811	24892	19563	28790	34924	11908
SAOUHSC_01676	NC_007795.1	1585886	1586875	-	990	32155	23617	18735	29624	28098	8628
SAOUHSC_01677	NC_007795.1	1586893	1587576	-	684	16803	12589	10935	17590	15657	3180
SAOUHSC_01678	NC_007795.1	1587820	1587996	-	177	32705	26373	19449	39593	18591	3085
SAOUHSC_01679	NC_007795.1	1588289	1589635	-	1347	10788	12204	7781	11353	13853	2112
SAOUHSC_01680	NC_007795.1	1589642	1590394	-	753	3172	3638	2406	2581	3110	319
SAOUHSC_01681	NC_007795.1	1590396	1591334	-	939	37783	42402	29510	10518	5565	1127
SAOUHSC_01682	NC_007795.1	1591338	1592477	-	1140	30338	40895	26579	9185	5166	1395
SAOUHSC_01683	NC_007795.1	1592613	1594445	-	1833	608184	674663	450555	111095	25752	5851
SAOUHSC_01684	NC_007795.1	1594514	1595140	-	627	164757	192180	128885	30175	5868	195
SAOUHSC_01685	NC_007795.1	1595172	1596149	-	978	121502	126391	105190	26489	4262	211
SAOUHSC_01686	NC_007795.1	1596250	1597374	-	1125	1664	1467	1336	908	1128	210
SAOUHSC_01687	NC_007795.1	1597626	1597754	-	129	462	454	358	381	550	481
SAOUHSC_01688	NC_007795.1	1597937	1599760	-	1824	13495	9786	10945	12095	12156	2469
SAOUHSC_01689	NC_007795.1	1600106	1600357	+	252	8643	7820	6255	10614	11601	442
SAOUHSC_01690	NC_007795.1	1600402	1601376	-	975	4681	3075	4314	1395	1426	90
SAOUHSC_01691	NC_007795.1	1601433	1603580	-	2148	1075	784	846	1220	1428	145
SAOUHSC_01692	NC_007795.1	1603639	1604070	-	432	1711	1532	988	3518	3977	416
SAOUHSC_01693	NC_007795.1	1604192	1604878	-	687	683	591	482	762	959	112
SAOUHSC_01694	NC_007795.1	1604918	1605634	-	717	4887	3805	3456	6139	5978	585
SAOUHSC_01695	NC_007795.1	1605637	1605990	-	354	3296	2874	2408	3889	5397	894
SAOUHSC_01696	NC_007795.1	1605991	1606575	-	585	2805	2767	2174	4866	6256	1565
SAOUHSC_01697	NC_007795.1	1606565	1607134	-	570	2620	2136	2022	2641	3661	632
SAOUHSC_01698	NC_007795.1	1607137	1607427	-	291	614	514	470	703	685	48
SAOUHSC_01699	NC_007795.1	1607431	1608237	-	807	1855	1436	1354	2040	2236	280
SAOUHSC_01700	NC_007795.1	1608251	1609351	-	1101	3858	3113	2695	3887	4026	526
SAOUHSC_01701	NC_007795.1	1609352	1609879	-	528	1795	1545	1442	1922	2291	213
SAOUHSC_01702	NC_007795.1	1609899	1610585	-	687	1635	1374	1136	2026	2108	139
SAOUHSC_01704	NC_007795.1	1610899	1611168	+	270	25	14	25	59	94	6
SAOUHSC_01705	NC_007795.1	1611370	1612074	-	705	373	259	229	181	309	29
SAOUHSC_01706	NC_007795.1	1612536	1613756	-	1221	1994	1405	1269	1594	2323	115
SAOUHSC_01707	NC_007795.1	1614045	1615274	-	1230	1482	1216	898	1432	1998	126
SAOUHSC_01708	NC_007795.1	1615287	1616039	-	753	838	735	592	847	1425	204
SAOUHSC_01709	NC_007795.1	1616039	1617400	-	1362	1386	1485	913	1738	3594	503
SAOUHSC_01710	NC_007795.1	1617414	1617863	-	450	250	251	175	440	915	53
SAOUHSC_01711	NC_007795.1	1617865	1618779	-	915	572	573	343	1332	2151	273
SAOUHSC_01712	NC_007795.1	1618865	1619566	-	702	331	416	182	1196	1811	316
SAOUHSC_01714	NC_007795.1	1619925	1620401	-	477	9389	7314	6743	9330	9392	891
SAOUHSC_01715	NC_007795.1	1620429	1621052	-	624	7073	6288	5247	6531	8155	1358
SAOUHSC_01716	NC_007795.1	1621052	1622320	-	1269	8567	7465	6258	7042	6572	1715
SAOUHSC_01717	NC_007795.1	1622332	1623255	-	924	3940	3666	2798	2928	3279	428
SAOUHSC_01718	NC_007795.1	1623258	1623896	-	639	1086	793	871	954	982	34
SAOUHSC_01719	NC_007795.1	1624181	1624489	-	309	6200	4605	4782	9635	12756	4058
SAOUHSC_01720	NC_007795.1	1624504	1624932	-	429	5767	5284	4810	10844	20442	3918
SAOUHSC_01721	NC_007795.1	1624936	1625196	-	261	4140	3167	3025	9022	13659	1485
SAOUHSC_01722	NC_007795.1	1625259	1627889	-	2631	7300	5553	6626	12967	16094	4568
SAOUHSC_01723	NC_007795.1	1628232	1630709	-	2478	5183	3987	4038	2787	3224	469
SAOUHSC_01724	NC_007795.1	1630711	1631379	-	669	449	383	337	524	672	51
SAOUHSC_01726	NC_007795.1	1631841	1632958	-	1118	11084	9109	7633	8756	9546	2082
SAOUHSC_01727	NC_007795.1	1632959	1634101	-	1143	9275	7959	6826	9447	12839	1591
SAOUHSC_01728	NC_007795.1	1634413	1635426	+	1014	1328	763	634	1168	1097	192
SAOUHSC_01729	NC_007795.1	1635663	1635809	-	147	12365	9722	10122	48595	86403	6283
SAOUHSC_01730	NC_007795.1	1635849	1636031	-	183	8412	6721	5213	24973	49604	3135
SAOUHSC_01732	NC_007795.1	1636131	1636554	-	424	3318	2317	2183	5198	8304	2440
SAOUHSC_01734	NC_007795.1	1636639	1637913	+	1275	6573	5696	4589	8666	8964	1267
SAOUHSC_01735	NC_007795.1	1638074	1638847	-	774	3699	3390	2190	5806	4757	433
SAOUHSC_01736	NC_007795.1	1638847	1638975	-	129	166	104	115	184	135	58
SAOUHSC_01737	NC_007795.1	1639308	1641074	-	1767	3448	2973	2601	5883	8282	1998
SAOUHSC_01738	NC_007795.1	1641090	1642352	-	1263	1034	895	819	1612	2129	300
SAOUHSC_01739	NC_007795.1	1642813	1643688	-	876	3675	2860	2535	7287	11153	870
SAOUHSC_01741	NC_007795.1	1643685	1644137	-	453	1839	1676	1241	4262	5157	883
SAOUHSC_01742	NC_007795.1	1644149	1646338	-	2190	8817	7115	6093	20717	27754	4511
SAOUHSC_01743	NC_007795.1	1646766	1647284	-	519	5055	3033	3939	3260	3117	524
SAOUHSC_01744	NC_007795.1	1647306	1649579	-	2274	8673	5297	6873	4454	4663	421
SAOUHSC_01746	NC_007795.1	1649782	1652061	-	2280	12352	9568	9306	16190	17513	1922
SAOUHSC_01747	NC_007795.1	1652336	1652596	-	261	4152	3555	2695	5964	5229	473
SAOUHSC_01748	NC_007795.1	1652615	1653754	-	1140	7762	7493	5979	6323	8880	1437
SAOUHSC_01749	NC_007795.1	1653777	1654802	-	1026	6283	6239	5220	3898	6015	1045
SAOUHSC_01750	NC_007795.1	1654804	1655808	-	1005	7170	7140	5803	5380	8083	2425
SAOUHSC_01751	NC_007795.1	1655840	1656442	-	603	4076	3788	3201	3576	4941	408
SAOUHSC_01752	NC_007795.1	1656456	1656911	-	456	2427	2465	1741	3016	2141	312
SAOUHSC_01753	NC_007795.1	1656924	1658216	-	1293	11476	11460	8895	11200	16277	3349
SAOUHSC_01755	NC_007795.1	1658571	1658855	-	285	57252	54807	47569	28729	31800	12360
SAOUHSC_01756	NC_007795.1	1658867	1659187	-	321	32254	28907	28690	15294	19254	3113
SAOUHSC_01757	NC_007795.1	1659193	1659501	-	309	76663	75432	72533	40485	81500	11879
SAOUHSC_01758	NC_007795.1	1659668	1660198	-	531	4312	3335	3987	1699	1221	107
SAOUHSC_01759	NC_007795.1	1660198	1661040	-	843	13103	11281	11991	4821	5334	334
SAOUHSC_01760	NC_007795.1	1661240	1661359	-	120	30818	21037	28350	2832	3115	218
SAOUHSC_01761	NC_007795.1	1661433	1661906	-	474	48833	32655	48143	5334	6383	235
SAOUHSC_01761a	NC_007795.1	1662066	1662263	+	198	1306	966	766	232	416	58
SAOUHSC_01762	NC_007795.1	1662380	1662664	-	285	2416	1690	1763	1634	1348	87
SAOUHSC_01763	NC_007795.1	1662732	1663388	-	657	1746	1042	1486	108	123	42
SAOUHSC_01764	NC_007795.1	1663415	1664122	-	708	156	114	136	60	41	6
SAOUHSC_01765	NC_007795.1	1664224	1664334	+	111	302	139	373	48	29	1
SAOUHSC_01766	NC_007795.1	1664392	1665663	-	1272	13424	12576	9649	41915	50441	7391
SAOUHSC_01767	NC_007795.1	1665676	1668306	-	2631	16610	17110	12436	53745	65624	11232
SAOUHSC_01768	NC_007795.1	1668709	1669269	+	561	2666	1932	2113	3575	4385	685
SAOUHSC_01769	NC_007795.1	1669492	1670565	-	1074	5820	3776	4238	10440	7261	1269
SAOUHSC_01770	NC_007795.1	1670599	1670700	-	102	500	276	290	749	546	20
SAOUHSC_01771	NC_007795.1	1670761	1672047	-	1287	11773	9260	8933	8946	9979	2029
SAOUHSC_01772	NC_007795.1	1672095	1673069	-	975	4310	3681	3193	3391	3445	600
SAOUHSC_01773	NC_007795.1	1673072	1673740	-	669	2195	1823	1648	1300	1173	97
SAOUHSC_01774	NC_007795.1	1673762	1674688	-	927	8086	6512	5997	5609	6201	962
SAOUHSC_01775	NC_007795.1	1674730	1675545	-	816	3936	2961	3185	4430	5273	1312
SAOUHSC_01776	NC_007795.1	1675567	1676913	-	1347	27789	25710	20743	55559	66068	8526
SAOUHSC_01777	NC_007795.1	1677130	1677720	-	591	965	910	769	1441	1990	288
SAOUHSC_01778	NC_007795.1	1677874	1679136	-	1263	37900	29934	26102	24201	22756	5701
SAOUHSC_01779	NC_007795.1	1679287	1680588	-	1302	65410	43931	50848	27844	25081	4420
SAOUHSC_01780	NC_007795.1	1680636	1680746	-	111	31	29	78	49	204	30
SAOUHSC_01781	NC_007795.1	1680751	1681680	-	930	4077	3905	3612	3032	4244	335
SAOUHSC_01782	NC_007795.1	1681699	1682307	-	609	1880	2138	1974	1917	3255	926
SAOUHSC_01783	NC_007795.1	1682384	1682485	+	102	5	1	4	0	0	0
SAOUHSC_01784	NC_007795.1	1682449	1682805	-	357	35131	28300	28753	11087	13360	2024
SAOUHSC_01785	NC_007795.1	1682852	1683052	-	201	28536	22897	23375	8246	11805	867
SAOUHSC_01786	NC_007795.1	1683081	1683608	-	528	43761	37569	36431	14326	17080	3303
SAOUHSC_01787	NC_007795.1	1683837	1685330	-	1494	6012	4788	5856	31189	57334	9364
SAOUHSC_01788	NC_007795.1	1685756	1687693	-	1938	6090	5337	3971	28098	80312	15026
SAOUHSC_01789	NC_007795.1	1687891	1688013	-	123	7041	6653	5055	18402	32556	1042
SAOUHSC_01791	NC_007795.1	1688106	1689026	-	921	7372	6574	5889	10508	12678	2158
SAOUHSC_01792	NC_007795.1	1689026	1690426	-	1401	6797	6048	4807	12714	13450	2338
SAOUHSC_01793	NC_007795.1	1690427	1690897	-	471	2368	2394	1774	5869	7132	883
SAOUHSC_01794	NC_007795.1	1691107	1692132	-	1026	19476	27178	18509	20025	22118	888
SAOUHSC_01795	NC_007795.1	1692302	1692925	-	624	4689	3168	3807	4185	6286	1218
SAOUHSC_01796	NC_007795.1	1692941	1693813	-	873	3677	2802	3012	4397	4892	552
SAOUHSC_01797	NC_007795.1	1693829	1696459	-	2631	8218	6075	5727	11673	11930	1452
SAOUHSC_01798	NC_007795.1	1696753	1698240	-	1488	2223	1440	2321	1191	1084	70
SAOUHSC_01799	NC_007795.1	1698739	1700400	-	1662	5776	3921	4323	3901	3773	340
SAOUHSC_01800	NC_007795.1	1700400	1701104	-	705	1238	897	861	2614	3302	411
SAOUHSC_01801	NC_007795.1	1701494	1702762	-	1269	14185	9888	9723	6260	5104	1029
SAOUHSC_01802	NC_007795.1	1702811	1703668	-	858	5800	4460	4093	3255	2748	442
SAOUHSC_01803	NC_007795.1	1704280	1705641	+	1362	7732	6071	4245	29087	36595	5109
SAOUHSC_01805	NC_007795.1	1705886	1707325	-	1440	159	115	121	36	35	10
SAOUHSC_01806	NC_007795.1	1707966	1709723	-	1758	11275	8704	7003	38914	31322	11118
SAOUHSC_01807	NC_007795.1	1709745	1710668	-	924	3917	3463	2851	9389	13496	6980
SAOUHSC_01808	NC_007795.1	1710982	1711926	-	945	12351	7661	10110	6757	8342	1887
SAOUHSC_01809	NC_007795.1	1711926	1712783	-	858	7785	5343	6105	5171	6597	984
SAOUHSC_01810	NC_007795.1	1712978	1714207	-	1230	6180	4010	4606	4417	6357	1874
SAOUHSC_01811	NC_007795.1	1714657	1717854	-	3198	17135	13344	11426	17895	15716	2651
SAOUHSC_01812	NC_007795.1	1717875	1718816	-	942	4330	3278	2777	4165	4030	801
SAOUHSC_01813	NC_007795.1	1719077	1720375	-	1299	4879	3912	2939	5943	5533	1047
SAOUHSC_01814	NC_007795.1	1720580	1720993	+	414	6706	5040	4701	9282	8777	1265
SAOUHSC_01815	NC_007795.1	1721298	1721987	-	690	6867	6417	5003	12889	11921	2383
SAOUHSC_01816	NC_007795.1	1722162	1723217	+	1056	2475	1643	1755	4238	5022	1274
SAOUHSC_01817	NC_007795.1	1723311	1723409	-	99	65	64	30	107	40	4
SAOUHSC_01818	NC_007795.1	1723533	1724651	-	1119	13270	13941	8452	11481	13398	3144
SAOUHSC_01819	NC_007795.1	1724792	1725292	+	501	19523	17097	8181	51282	46717	23011
SAOUHSC_01820	NC_007795.1	1725538	1726740	-	1203	10527	8495	6983	8727	7141	1267
SAOUHSC_01821	NC_007795.1	1726828	1727775	-	948	2006	1434	1144	2831	2096	245
SAOUHSC_01822	NC_007795.1	1727898	1728392	-	495	6286	4430	3160	9653	6454	673
SAOUHSC_01823	NC_007795.1	1728490	1729260	-	771	1225	1182	1125	1109	2022	187
SAOUHSC_01824	NC_007795.1	1729304	1730527	-	1224	2289	2268	1947	1820	2791	697
SAOUHSC_01825	NC_007795.1	1730527	1731675	-	1149	1692	1475	1367	1384	2043	132
SAOUHSC_01826	NC_007795.1	1731824	1731964	+	141	1	0	0	0	0	0
SAOUHSC_01827	NC_007795.1	1732038	1733732	-	1695	26477	18184	18692	26809	25606	2964
SAOUHSC_01828	NC_007795.1	1733869	1734333	+	465	620	450	389	1638	1825	516
SAOUHSC_01829	NC_007795.1	1734577	1735179	+	603	65642	67826	55820	40479	47456	10011
SAOUHSC_01830	NC_007795.1	1735395	1736138	-	744	1164	774	856	966	1483	211
SAOUHSC_01831	NC_007795.1	1736218	1736664	+	447	1090	973	585	1647	2050	351
SAOUHSC_01832	NC_007795.1	1736778	1737938	+	1161	941	1025	471	18120	23514	3868
SAOUHSC_01833	NC_007795.1	1737925	1739529	+	1605	2626	2185	1828	17253	22080	3125
SAOUHSC_01834	NC_007795.1	1739623	1739718	+	96	4	5	2	3	4	0
SAOUHSC_01835	NC_007795.1	1739679	1740809	-	1131	3053	2378	2585	8381	11915	1111
SAOUHSC_01836	NC_007795.1	1740916	1742382	-	1467	7610	5518	5765	4889	5711	780
SAOUHSC_01837	NC_007795.1	1742510	1743127	-	618	1418	1059	966	2608	3160	518
SAOUHSC_01838	NC_007795.1	1743299	1744573	+	1275	3736	2869	1737	8016	9129	2180
SAOUHSC_01839	NC_007795.1	1744667	1745929	-	1263	1082	687	648	1491	1777	241
SAOUHSC_01840	NC_007795.1	1746311	1747216	+	906	667	365	495	901	1190	65
SAOUHSC_01841	NC_007795.1	1747196	1747288	-	93	2	0	0	0	0	0
SAOUHSC_01843	NC_007795.1	1747419	1750106	-	2688	2398	1630	1411	771	967	129
SAOUHSC_01844	NC_007795.1	1750105	1750194	+	90	6	6	2	2	3	2
SAOUHSC_01845	NC_007795.1	1750440	1752107	-	1668	10851	9007	5464	16490	21572	5733
SAOUHSC_01846	NC_007795.1	1752547	1754253	-	1707	3712	4425	2297	8424	16612	2829
SAOUHSC_01847	NC_007795.1	1754422	1755054	+	633	752	851	425	3339	4145	634
SAOUHSC_01849	NC_007795.1	1755079	1756248	+	1170	1677	1874	919	4205	5686	1324
SAOUHSC_01850	NC_007795.1	1756346	1757335	-	990	20306	14032	13187	17429	27798	2314
SAOUHSC_01851	NC_007795.1	1757408	1757521	-	114	0	0	1	3	1	1
SAOUHSC_01852	NC_007795.1	1757875	1758966	-	1092	5354	3605	3598	22548	39249	5380
SAOUHSC_01853	NC_007795.1	1759427	1759531	-	105	18	18	13	23	24	1
SAOUHSC_01854	NC_007795.1	1759666	1761183	-	1518	37433	30653	25090	57897	75246	24977
SAOUHSC_01855	NC_007795.1	1761257	1761748	-	492	37137	28461	20956	55495	32312	6488
