Id;Name;Name.NCBI;entrez;product;ctrl4;ctrl5;ctrl6;IP1;IP2;IP3;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
gene2540;SAOUHSC_02611;ABD31621.1;3921389;conserved hypothetical protein;4405;5116;498;2909;1851;2172;2295.427533;-0.479740712;0.270177664;-1.775649046;0.075790781;0.122266259
gene2541;SAOUHSC_02612;ABD31622.1;3921390;ribose 5-phosphate isomerase putative;2525;2733;493;1275;951;728;1293.478801;-1.124034785;0.239085542;-4.701391702;2.58E-06;1.19E-05
gene2542;SAOUHSC_02613;ABD31623.1;3921391;conserved hypothetical protein;2437;2317;193;1136;804;604;982.7434945;-0.870045395;0.356797247;-2.43848685;0.014748895;0.029241288
gene2543;SAOUHSC_A02483;ABD32072.1;NA;hypothetical protein;242;216;25;191;139;165;134.7997741;0.044478016;0.315444189;0.141001222;0.887868977;0.919371012
gene2544;SAOUHSC_02614;ABD31624.1;3921392;aldose 1-epimerase precursor putative;3155;4497;599;2418;1997;1643;2040.664175;-0.512390987;0.200105055;-2.560609909;0.010448861;0.021462525
gene2545;SAOUHSC_02615;ABD31625.1;3921393;conserved hypothetical protein;1640;3031;603;976;852;729;1243.640294;-1.309705;0.339571323;-3.85693641;0.000114817;0.000372203
gene2546;SAOUHSC_02616;ABD31626.1;3921394;hypothetical protein;13;6;0;13;5;12;6.244198607;0.724469169;0.932441787;0.77695914;0.437182878;0.528327011
gene2547;SAOUHSC_02618;ABD31627.1;3921395;conserved hypothetical protein;871;1123;71;1817;1155;1334;851.7467528;1.203712288;0.360012073;3.343533116;0.000827188;0.00225417
gene2548;SAOUHSC_02619;ABD31628.1;3921396;conserved hypothetical protein;228;246;9;534;355;376;230.853644;1.590467335;0.472402116;3.3667659;0.000760552;0.002091327
gene2549;SAOUHSC_02620;ABD31629.1;3921397;conserved hypothetical protein;581;795;77;4962;3406;5150;2098.407391;3.27330416;0.303451851;10.78689799;3.97E-27;2.31E-25
gene255;SAOUHSC_00269;ABD29442.1;3919210;conserved hypothetical protein;2512;3759;366;975;647;724;1222.057055;-1.468040942;0.24910057;-5.89336644;3.78E-09;2.83E-08
gene2550;SAOUHSC_02621;ABD31630.1;3921398;DNA-3-methyladenine glycosylase putative;434;418;260;603;411;356;454.4277952;-0.487815079;0.561585681;-0.868638742;0.385044757;0.478066884
gene2551;SAOUHSC_02622;ABD31631.1;3921399;sodium/glutamate symporter;834;658;130;1361;1079;1125;745.8883685;1.012960278;0.271114966;3.73627577;0.000186766;0.000578044
gene2552;SAOUHSC_02623;ABD31632.1;3921400;conserved hypothetical protein;4850;5901;1395;5766;4357;4468;4100.994281;-0.02453673;0.299777655;-0.081849762;0.934766184;0.952668115
gene2553;SAOUHSC_02624;ABD31633.1;3921401;conserved hypothetical protein;2171;2310;137;1839;1400;1476;1222.373458;0.213021554;0.401285573;0.530847777;0.595524269;0.677517879
gene2554;SAOUHSC_02625;ABD31634.1;3921402;conserved hypothetical protein;1544;2268;114;1033;712;625;798.0363461;-0.542283069;0.408022849;-1.329050737;0.183831231;0.259258891
gene2555;SAOUHSC_02626;ABD31635.1;3921403;conserved hypothetical protein;2242;3589;533;1212;941;784;1368.772221;-1.241942961;0.239606195;-5.183267315;2.18E-07;1.27E-06
gene2556;SAOUHSC_02627;ABD31636.1;3921404;conserved hypothetical protein;3760;4164;1196;2269;1546;1387;2358.342266;-1.196965554;0.352022424;-3.40025371;0.000673234;0.001871918
gene2557;SAOUHSC_02628;ABD31637.1;3921405;conserved hypothetical protein;3101;3070;365;2815;2010;2065;1855.45366;0.08361313;0.242994258;0.344095086;0.730774778;0.790276598
gene2558;SAOUHSC_02629;ABD31638.1;3921406;drug resistance transporter EmrB/QacA subfamily putative;23574;32774;6803;14840;23170;14443;17954.1255;-0.481565086;0.3715941;-1.295943841;0.194994834;0.272335817
gene2559;SAOUHSC_02630;ABD31639.1;3921407;conserved hypothetical protein;8298;13459;1822;5556;8440;4894;6165.444663;-0.371052244;0.339739195;-1.092167903;0.274759308;0.364569091
gene256;SAOUHSC_00270;ABD29443.1;3919211;conserved hypothetical protein;714;1019;85;420;294;340;384.1556131;-0.708735432;0.290775861;-2.43739432;0.014793538;0.029287351
gene2560;SAOUHSC_02631;ABD31640.1;3921408;conserved hypothetical protein;1100;1073;74;486;230;280;415.3590687;-1.059459066;0.412887639;-2.565974291;0.010288645;0.021197089
gene2561;SAOUHSC_02632;ABD31641.1;NA;conserved hypothetical protein;377;770;134;188;133;136;271.0327455;-1.699083971;0.345388739;-4.919338067;8.68E-07;4.50E-06
gene2562;SAOUHSC_02633;ABD31642.1;NA;conserved hypothetical protein;1015;1435;160;469;463;359;543.5728656;-1.0099373;0.242607303;-4.162847891;3.14E-05;0.000114505
gene2563;SAOUHSC_02634;ABD31643.1;3921411;conserved hypothetical protein;10;12;3;17;14;20;11.57878582;0.898306344;0.628138465;1.430108797;0.152685796;0.220134539
gene2564;SAOUHSC_02635;ABD31644.1;3921412;conserved hypothetical protein;2959;4324;250;5837;3941;4797;2953.372966;1.130862777;0.37694001;3.000113403;0.002698791;0.006482464
gene2565;SAOUHSC_A02503;ABD32073.1;NA;hypothetical protein;52;47;5;50;15;43;28.76801025;0.046385005;0.55358835;0.083789705;0.933223633;0.952013371
gene2566;SAOUHSC_02636;ABD31645.1;NA;conserved hypothetical protein;4963;4892;1016;7105;4861;5121;4096.360814;0.453480819;0.247183137;1.834594482;0.066565797;0.109149293
gene2567;SAOUHSC_02637;ABD31646.1;NA;conserved hypothetical protein;4176;5366;596;4725;3239;4261;3108.924179;0.28749639;0.247259445;1.162731682;0.244938383;0.331922445
gene2568;SAOUHSC_02638;ABD31647.1;3921415;conserved hypothetical protein;7964;12314;1479;11956;9827;9670;7492.964097;0.504736332;0.207371902;2.43396683;0.014934364;0.029502107
gene2569;SAOUHSC_A02505;ABD32074.1;NA;conserved hypothetical protein;0;0;1;0;0;1;0.835603071;-0.918230205;3.147882137;-0.291697772;0.770517713;0.821565262
gene257;SAOUHSC_00271;ABD29444.1;3919212;conserved hypothetical protein;398;621;34;251;161;146;204.7319097;-0.771300118;0.391202813;-1.971611893;0.048653928;0.082939033
gene2570;SAOUHSC_02639;ABD31648.1;NA;truncated transposase;24;32;2;5;5;0;8.517430358;-2.484180971;0.901023987;-2.757064192;0.00583229;0.012837607
gene2571;SAOUHSC_02640;ABD31649.1;3921417;conserved hypothetical protein;217;265;21;856;548;533;330.7345797;1.991653818;0.304064119;6.550111295;5.75E-11;5.68E-10
gene2572;SAOUHSC_02641;ABD31650.1;3921418;permease putative domain protein;165;150;12;603;411;450;244.582656;2.219271545;0.343954189;6.452230022;1.10E-10;1.02E-09
gene2573;SAOUHSC_02643;ABD31651.1;3921205;DNA-binding response regulator putative;710;868;131;790;586;669;539.4500464;0.174941402;0.214331918;0.816217218;0.414375911;0.507094584
gene2574;SAOUHSC_02644;ABD31652.1;3921206;sensor histidine kinase putative;2040;2117;198;3768;2628;3099;1895.523845;1.201778272;0.297863548;4.034660427;5.47E-05;0.000188661
gene2575;SAOUHSC_02645;ABD31653.1;3921207;conserved hypothetical protein;27475;7317;213;1406;3344;958;4858.209975;-2.305575748;0.887992455;-2.596391146;0.009420875;0.019586257
gene2576;SAOUHSC_02646;ABD31654.1;3921208;conserved hypothetical protein;28242;6709;577;2210;5036;1334;5543.706465;-1.818554312;0.784354047;-2.318537552;0.020420125;0.039151689
gene2577;SAOUHSC_02647;ABD31655.1;3921209;malate:quinone-oxidoreductase;6561;6212;1947;8097;6250;5057;5352.104391;0.005620396;0.360220382;0.015602659;0.987551384;0.99081063
gene2578;SAOUHSC_02648;ABD31656.1;3921210;L-lactate permease;27958;31608;5671;11922;8790;10080;14396.82538;-1.23084738;0.223055041;-5.518132978;3.43E-08;2.33E-07
gene2579;SAOUHSC_02649;ABD31657.1;3921211;conserved hypothetical protein;4429;4836;472;5168;4127;3822;3119.592831;0.492643655;0.2659849;1.852148955;0.064004436;0.105555237
gene258;SAOUHSC_00272;ABD29445.1;3919213;conserved hypothetical protein;472;273;21;1343;611;892;484.0376791;2.008104422;0.500444113;4.012644705;6.00E-05;0.000205088
gene2580;SAOUHSC_02650;ABD31658.1;3921212;lipoprotein putative;22483;39426;4001;8196;7787;5491;12058.91661;-1.60031824;0.269865513;-5.930058352;3.03E-09;2.32E-08
gene2581;SAOUHSC_02651;ABD31659.1;3921213;conserved hypothetical protein;912;1291;211;437;289;302;513.5619516;-1.379647464;0.239323462;-5.764781485;8.18E-09;5.87E-08
gene2582;SAOUHSC_02652;ABD31660.1;3921214;conserved hypothetical protein;1796;3059;897;1435;1041;811;1558.256863;-1.290298815;0.433596799;-2.975803368;0.002922222;0.006940276
gene2583;SAOUHSC_02653;ABD31661.1;3921215;conserved hypothetical protein;257;406;210;263;182;118;287.2332663;-1.443987973;0.597377767;-2.41721077;0.015639958;0.030674498
gene2584;SAOUHSC_02654;ABD31662.1;3921216;conserved hypothetical protein;706;1050;151;844;527;387;522.5306233;-0.248161447;0.284540635;-0.872147653;0.383127832;0.476471704
gene2585;SAOUHSC_02655;ABD31663.1;3921217;conserved hypothetical protein;2;0;0;8;2;3;1.937075825;2.326279842;1.601246578;1.452793014;0.146281232;0.212695818
gene2586;SAOUHSC_02656;ABD31664.1;3921218;conserved hypothetical protein;1850;2563;837;1855;1259;1285;1633.452192;-0.750097368;0.421527804;-1.779473053;0.075162239;0.121338201
gene2587;SAOUHSC_02657;ABD31665.1;3921219;conserved hypothetical protein;18;22;1;47;23;27;18.04707219;1.249355679;0.551940588;2.263569136;0.023600628;0.044501253
gene2588;SAOUHSC_02658;ABD31666.1;3921220;membrane protein putative;1151;2182;181;1448;1108;1044;963.4735035;0.102652171;0.291059909;0.352683994;0.72432536;0.785475302
gene2589;SAOUHSC_02659;ABD31667.1;3921221;conserved hypothetical protein;3087;4247;144;18525;12891;15503;7401.962217;2.923932139;0.502521831;5.818517639;5.94E-09;4.38E-08
gene259;SAOUHSC_00274;ABD29446.1;3919214;conserved hypothetical protein;71;75;10;77;51;59;48.10156423;0.205677451;0.341771993;0.601797267;0.547309095;0.633669333
gene2590;SAOUHSC_02660;ABD31668.1;3921222;conserved hypothetical protein;4340;4752;243;26217;17566;22887;10427.36362;3.050622682;0.441738192;6.905951843;4.99E-12;5.66E-11
gene2591;SAOUHSC_02661;ABD31669.1;3921223;PTS system sucrose-specific IIBC component putative;628;349;57;7692;6931;4919;2858.198571;4.217585611;0.377632363;11.1684962;5.82E-29;3.79E-27
gene2592;SAOUHSC_02662;ABD31670.1;3921224;PTS system sucrose-specific IIBC component;53;72;18;798;889;540;336.9321511;3.739828245;0.37618366;9.941495714;2.75E-23;9.89E-22
gene2593;SAOUHSC_02663;ABD31671.1;3921225;conserved hypothetical protein;3103;3362;282;1702;1451;1351;1500.923417;-0.473679297;0.311235153;-1.521933796;0.12802567;0.190679495
gene2594;SAOUHSC_02664;ABD31672.1;3921226;transcriptional regulator putative;3941;5097;309;4951;3444;4296;2924.235499;0.618609966;0.377735317;1.637681037;0.101488248;0.157143094
gene2595;SAOUHSC_02665;ABD31673.1;3921227;conserved hypothetical protein;15093;15137;1844;6652;6079;4479;6838.050289;-0.892256435;0.251741236;-3.544339612;0.000393598;0.001143189
gene2596;SAOUHSC_02666;ABD31674.1;3921228;conserved hypothetical protein;2088;2583;154;869;621;632;886.7997561;-1.016071751;0.379250571;-2.679156817;0.007380782;0.015813484
gene2597;SAOUHSC_02667;ABD31675.1;3921229;conserved hypothetical protein;16546;23418;3938;19698;15504;16878;14104.3574;0.097287013;0.234593722;0.414704249;0.678358422;0.747478309
gene2598;SAOUHSC_02668;ABD31676.1;3921230;conserved hypothetical protein;1177;1375;50;306;201;197;398.3198114;-1.646320015;0.505076546;-3.259545566;0.001115909;0.00294988
gene2599;SAOUHSC_02669;ABD31677.1;3921231;conserved hypothetical protein;7310;9777;494;5006;3563;3586;3797.744858;-0.329174523;0.411407551;-0.800117845;0.423642523;0.514920454
gene26;SAOUHSC_00027;ABD29216.1;3919295;conserved hypothetical protein;324;525;146;377;329;288;325.2196031;-0.404069554;0.406375243;-0.994326207;0.320064081;0.414628469
gene260;SAOUHSC_00275;ABD29447.1;3919215;conserved hypothetical protein;44;84;10;37;29;36;34.21697816;-0.471038578;0.414521787;-1.136342148;0.255813398;0.344102978
gene2600;SAOUHSC_02670;ABD31678.1;3921232;conserved hypothetical protein;3406;4382;210;5052;3598;4314;2764.764515;0.919521978;0.432244294;2.127320109;0.033393495;0.060029305
gene2601;SAOUHSC_02671;ABD31679.1;3921233;conserved hypothetical protein;1419;5852;427;1326;1153;1038;1500.862642;-1.038961038;0.450638732;-2.305529826;0.021136918;0.040328179
gene2602;SAOUHSC_02672;ABD31680.1;NA;conserved hypothetical protein;176;222;17;356;225;275;171.746681;1.105872868;0.323248029;3.421127954;0.00062362;0.00175357
gene2603;SAOUHSC_02673;ABD31681.1;NA;conserved hypothetical protein;48;60;14;113;73;75;56.72549322;0.904467735;0.364843812;2.479054613;0.013173113;0.026481733
gene2604;SAOUHSC_02674;ABD31682.1;3921236;conserved hypothetical protein;306;495;31;602;376;527;313.4032787;0.988973072;0.366497108;2.698447138;0.00696638;0.015031558
gene2605;SAOUHSC_02675;ABD31683.1;3921237;conserved hypothetical protein;1443;2063;225;2229;1452;1579;1243.075149;0.489225456;0.225196915;2.172434095;0.029822936;0.054324602
gene2606;SAOUHSC_02676;ABD31684.1;3921238;conserved hypothetical protein;3467;5169;761;3933;3064;3086;2815.113715;-0.002423822;0.211122132;-0.01148066;0.990839959;0.991927599
gene2607;SAOUHSC_02677;ABD31685.1;3921239;conserved hypothetical protein;1966;2813;280;1694;1298;1330;1287.732003;-0.191869458;0.233598899;-0.821362853;0.411439616;0.503893818
gene2608;SAOUHSC_02678;ABD31686.1;3921240;respiratory nitrate reductase gamma subunit;1133;1544;104;812;641;572;630.015464;-0.322452572;0.335769529;-0.960338992;0.336884632;0.430909936
gene2609;SAOUHSC_02679;ABD31687.1;3921241;respiratory nitrate reductase delta subunit putative;418;656;46;212;123;121;204.3122091;-1.210312656;0.347848915;-3.479420527;0.000502499;0.001438115
gene261;SAOUHSC_00276;ABD29448.1;3918960;conserved hypothetical protein;77;172;13;85;76;65;65.66400108;-0.153084436;0.390136141;-0.39238722;0.694772127;0.759750815
gene2610;SAOUHSC_02680;ABD31688.1;3921242;nitrate reductase beta subunit;1611;2207;534;803;527;475;1006.27408;-1.609390749;0.337758627;-4.764913825;1.89E-06;9.01E-06
gene2611;SAOUHSC_02681;ABD31689.1;3921243;nitrate reductase alpha subunit;2213;2982;593;1436;873;737;1356.819696;-1.180326643;0.297092025;-3.972932776;7.10E-05;0.000238621
gene2612;SAOUHSC_02682;ABD31690.1;3919701;uroporphyrin-III C-methyltransferase putative;1571;3077;585;1456;1026;972;1348.094132;-0.864345652;0.340694702;-2.537009374;0.011180396;0.022879255
gene2613;SAOUHSC_02683;ABD31691.1;3919702;assimilatory nitrite reductase [NAD(P)H] small subunit putative;304;617;204;220;166;166;308.8536397;-1.580729183;0.500461966;-3.158540091;0.001585615;0.004046868
gene2614;SAOUHSC_02684;ABD31692.1;3919703;assimilatory nitrite reductase [NAD(P)H] large subunit putative;1362;2523;445;1447;1045;1010;1184.225845;-0.523278494;0.307915263;-1.699423695;0.089239381;0.140806773
gene2615;SAOUHSC_02685;ABD31693.1;3919704;conserved hypothetical protein;142;293;44;397;189;251;188.3456551;0.645180087;0.364153573;1.77172527;0.076440173;0.123168618
gene2616;SAOUHSC_02686;ABD31694.1;3919705;conserved hypothetical protein;629;1183;154;614;407;393;484.4147625;-0.569875514;0.274892863;-2.073082242;0.038164626;0.06754102
gene2617;SAOUHSC_02687;ABD31695.1;3919706;formate/nitrite transporter putative;3746;4800;474;1343;1076;935;1678.330888;-1.384242395;0.24151604;-5.73147189;9.96E-09;7.06E-08
gene2618;SAOUHSC_02688;ABD31696.1;3919707;conserved hypothetical protein;56;147;17;12;10;18;37.72150723;-2.483310702;0.529099214;-4.69346889;2.69E-06;1.23E-05
gene2619;SAOUHSC_02689;ABD31697.1;3919708;conserved hypothetical protein;489;528;38;175;120;128;191.4014353;-1.205310425;0.360312413;-3.345181514;0.000822287;0.002245288
gene262;SAOUHSC_00277;ABD29449.1;3918961;conserved hypothetical protein;97;212;23;84;73;68;78.46778213;-0.581991132;0.356894643;-1.630708511;0.10295184;0.159049257
gene2620;SAOUHSC_02690;ABD31698.1;3919709;conserved hypothetical protein;2484;4252;481;21297;12895;13457;7558.71605;2.682274158;0.249114788;10.76722172;4.92E-27;2.75E-25
gene2621;SAOUHSC_02691;ABD31699.1;3919710;conserved hypothetical protein;1981;2164;289;6679;5258;4830;2961.950016;1.87980865;0.193371995;9.721204216;2.45E-22;7.98E-21
gene2622;SAOUHSC_02692;ABD31700.1;3919711;conserved hypothetical protein;1025;1724;72;3446;2719;2432;1525.328272;1.837607342;0.435928393;4.215388064;2.49E-05;9.32E-05
gene2623;SAOUHSC_02693;ABD31701.1;3919712;conserved hypothetical protein;46;22;2;64;37;35;27.33226667;0.955559745;0.57142145;1.672250394;0.094474957;0.14795849
gene2624;SAOUHSC_02694;ABD31702.1;3919713;conserved hypothetical protein;2740;4373;210;2457;1854;1991;1755.194065;0.000774416;0.411885129;0.001880174;0.998499839;0.998499839
gene2625;SAOUHSC_02695;ABD31703.1;3919714;conserved hypothetical protein;1133;1239;134;727;622;626;617.2529522;-0.307192299;0.252164882;-1.218219987;0.223140386;0.305936224
gene2626;SAOUHSC_02696;ABD31704.1;3919715;fmhA protein putative;566;599;46;3043;2049;2572;1222.252484;2.772516347;0.340352369;8.14601747;3.76E-16;6.86E-15
gene2627;SAOUHSC_02697;ABD31705.1;3919716;amino acid ABC transporter ATP-binding protein putative;9113;14833;4556;45240;30889;36772;21269.02051;1.501257112;0.43431654;3.456596685;0.000547043;0.00155745
gene2628;SAOUHSC_02698;ABD31706.1;3919717;amino acid ABC transproter permease protein putative;5782;9269;2886;22594;15317;18335;11334.49602;1.159305348;0.435715805;2.66069152;0.007798036;0.016616377
gene2629;SAOUHSC_02699;ABD31707.1;3919718;conserved hypothetical protein;4593;8498;1510;18475;11299;15379;8640.873106;1.41040938;0.330350273;4.269436101;1.96E-05;7.55E-05
gene263;SAOUHSC_00278;ABD29450.1;3918962;conserved hypothetical protein;117;179;15;146;61;79;79.38478039;-0.113097355;0.38825757;-0.291294656;0.770825974;0.821573769
gene2630;SAOUHSC_02700;ABD31708.1;3919719;conserved hypothetical protein;6323;12417;969;4945;4734;4300;4536.644583;-0.387667132;0.313567074;-1.236313263;0.216342143;0.298042348
gene2631;SAOUHSC_02701;ABD31709.1;3919720;hypothetical protein;102;175;3;105;84;84;68.6214084;0.243062349;0.569362644;0.426902522;0.669450329;0.739449374
gene2632;SAOUHSC_02702;ABD31710.1;3919721;conserved hypothetical protein;166;221;13;4683;1835;1225;1062.312509;4.328641404;0.491352264;8.809649865;1.26E-18;3.07E-17
gene2633;SAOUHSC_02703;ABD31711.1;3919722;phosphoglycerate mutase putative;14547;20185;2132;8113;5812;4755;7621.044769;-0.977073951;0.233188386;-4.190062663;2.79E-05;0.000102831
gene2634;SAOUHSC_02704;ABD31712.1;3919723;conserved hypothetical protein;2194;2501;238;3091;2107;2591;1739.658102;0.725545929;0.281519123;2.577252733;0.009958911;0.020595298
gene2635;SAOUHSC_02705;ABD31713.1;3919724;conserved hypothetical protein;39;74;4;22;15;31;23.98569718;-0.646796763;0.562820878;-1.149205347;0.250471316;0.337747423
gene2636;SAOUHSC_02706;ABD31714.1;3919725;immunoglobulin G-binding protein Sbi putative;28889;43423;2564;23846;22059;15088;17692.25876;-0.122487943;0.378052133;-0.323997493;0.745939932;0.80445079
gene2637;SAOUHSC_02707;ABD31715.1;NA;hypothetical protein;160;92;13;178;98;126;91.51280844;0.578811536;0.425675573;1.359748061;0.173909663;0.24782127
gene2638;SAOUHSC_02708;ABD31716.1;3919727;gamma-hemolysin h-gamma-ii subunit putative;12904;21394;1057;5956;3911;2194;5874.500646;-1.385675046;0.455533137;-3.041875408;0.002351092;0.005738258
gene2639;SAOUHSC_02709;ABD31717.1;3919728;leukocidin s subunit precursor putative;15125;21907;1007;12489;8488;5301;8086.224923;-0.3438195;0.459000973;-0.749060504;0.453820739;0.545063012
gene264;SAOUHSC_00279;ABD29451.1;3918963;conserved hypothetical protein;605;772;52;1927;1263;1622;849.1957133;1.885565416;0.349679926;5.392260973;6.96E-08;4.41E-07
gene2640;SAOUHSC_02710;ABD31718.1;3919729;leukocidin f subunit precursor;11987;15660;1045;14428;10297;5781;7726.948914;0.204154844;0.399034903;0.511621522;0.60891592;0.689528132
gene2641;SAOUHSC_02711;ABD31719.1;3919730;conserved hypothetical protein;183;234;9;297;193;200;144.7509063;0.879376356;0.448983274;1.958594911;0.050160246;0.08503314
gene2642;SAOUHSC_02712;ABD31720.1;3919731;6-carboxyhexanoate--CoA ligase putative;405;615;60;618;430;423;349.4689972;0.45851616;0.252594866;1.815223591;0.069489556;0.113101383
gene2643;SAOUHSC_02713;ABD31721.1;3919732;conserved hypothetical protein;391;496;43;629;414;446;327.5557162;0.729708442;0.283375141;2.575061596;0.010022224;0.020679339
gene2644;SAOUHSC_02714;ABD31722.1;3919733;biotin synthase;216;307;48;492;330;323;244.6279372;0.884648995;0.246784461;3.584702992;0.000337462;0.000996004
gene2645;SAOUHSC_02715;ABD31723.1;3919734;adenosylmethionine-8-amino-7-oxononanoate aminotransferase;124;96;14;488;268;279;174.1240873;2.069248762;0.340420461;6.078508775;1.21E-09;9.70E-09
gene2646;SAOUHSC_02716;ABD31724.1;3919735;dethiobiotin synthase putative;36;28;4;166;111;95;60.54961789;2.370759302;0.390693845;6.068074357;1.29E-09;1.03E-08
gene2647;SAOUHSC_A02577;ABD32075.1;3921709;hypothetical protein;5;5;0;13;8;16;6.301114483;1.934596859;0.891522676;2.169991758;0.03000747;0.054624377
gene2648;SAOUHSC_02717;ABD31725.1;3919736;conserved hypothetical protein;4;0;1;6;4;3;2.916094733;0.994953182;1.345608967;0.739407366;0.459659671;0.551108177
gene2649;SAOUHSC_02718;ABD31726.1;3919737;conserved hypothetical protein;261;441;33;865;393;569;344.1163963;1.375692251;0.361542151;3.805067395;0.000141766;0.000452064
gene265;SAOUHSC_00280;ABD29452.1;3918964;conserved hypothetical protein;912;1081;206;2675;1574;2095;1227.010638;1.343839367;0.269806541;4.980751622;6.33E-07;3.38E-06
gene2650;SAOUHSC_02719;ABD31727.1;3919738;conserved hypothetical protein;178;195;41;447;265;338;212.2222557;1.15647022;0.296544925;3.899814578;9.63E-05;0.000316188
gene2651;SAOUHSC_02720;ABD31728.1;3919739;conserved hypothetical protein;3;0;1;0;1;5;1.96894289;0.179192969;1.919179287;0.093369583;0.925609954;0.946075198
gene2652;SAOUHSC_02721;ABD31729.1;3921597;conserved hypothetical protein;4560;1793;731;6533;4535;3240;3149.418145;0.707782137;0.458556883;1.543499102;0.122709725;0.184246191
gene2653;SAOUHSC_02722;ABD31730.1;3921598;conserved hypothetical protein;1031;842;90;952;649;797;595.1711071;0.345992078;0.332377538;1.04096107;0.297893616;0.390156503
gene2654;SAOUHSC_02723;ABD31731.1;3921599;glycerate kinase putative;5157;4645;1858;20878;19166;20592;10863.93171;1.898479516;0.430629529;4.40861434;1.04E-05;4.26E-05
gene2655;SAOUHSC_02724;ABD31732.1;3921600;conserved hypothetical protein;8334;10086;928;40868;38247;45207;20205.35235;2.786325251;0.303203333;9.18962606;3.94E-20;1.12E-18
gene2656;SAOUHSC_02725;ABD31733.1;3921601;conserved hypothetical protein;11940;13210;2625;4256;3650;2890;5922.034688;-1.558690195;0.245079638;-6.359933474;2.02E-10;1.80E-09
gene2657;SAOUHSC_02726;ABD31734.1;3921602;positive transcriptional activator putative;439;770;242;269;266;218;393.7823614;-1.433434372;0.462501035;-3.099310623;0.001939715;0.004833389
gene2658;SAOUHSC_02727;ABD31735.1;3921603;conserved hypothetical protein;4566;6194;1603;2427;1775;941;2902.52488;-1.659024525;0.408412249;-4.06213214;4.86E-05;0.000171147
gene2659;SAOUHSC_02728;ABD31736.1;3921604;conserved hypothetical protein;604;1124;93;895;605;515;516.2814417;0.193547253;0.305832296;0.632854198;0.52682886;0.613885759
gene266;SAOUHSC_00281;ABD29453.1;3918965;conserved hypothetical protein;2564;5256;923;783;617;618;1703.693195;-2.335026;0.33398658;-6.991376716;2.72E-12;3.21E-11
gene2660;SAOUHSC_02729;ABD31737.1;3921605;amino acid ABC transporter-like protein putative;5265;7722;1144;2190;2488;1610;3003.580098;-1.263301235;0.273494393;-4.619112016;3.85E-06;1.73E-05
gene2661;SAOUHSC_02731;ABD31738.1;3921606;conserved hypothetical protein;8596;13523;836;6284;4064;5078;4994.198552;-0.411909451;0.360777816;-1.141726106;0.253567886;0.341536139
gene2662;SAOUHSC_02732;ABD31739.1;3921607;hypothetical protein;7;6;0;2;2;5;2.709098578;-0.365776358;1.212796274;-0.301597528;0.762958893;0.816368999
gene2663;SAOUHSC_02733;ABD31740.1;3921608;membrane protein putative;16482;25193;3392;8693;6486;5017;9384.800361;-1.249662609;0.228763138;-5.462692186;4.69E-08;3.11E-07
gene2664;SAOUHSC_02734;ABD31741.1;3921609;conserved hypothetical protein;1;0;0;2;5;4;1.73360181;2.903355578;1.685034468;1.723024445;0.084884105;0.134880281
gene2665;SAOUHSC_02736;ABD31742.1;3921610;conserved hypothetical protein;3588;3986;313;3844;2499;2816;2275.648403;0.326657797;0.328212087;0.995264375;0.3196077;0.41423338
gene2666;SAOUHSC_02737;ABD31743.1;3921611;epimerase/dehydratase putative;1418;1694;345;2088;1739;1108;1238.671924;0.285440283;0.295508772;0.965928291;0.334080065;0.427922779
gene2667;SAOUHSC_02738;ABD31744.1;NA;conserved hypothetical protein;128;224;11;119;69;52;76.01845842;-0.478705011;0.451232582;-1.060883079;0.28874304;0.379261141
gene2668;SAOUHSC_02739;ABD31745.1;3921613;2-dehydropantoate 2-reductase;1858;2954;1110;808;602;481;1508.794423;-2.257990597;0.489569996;-4.612191545;3.98E-06;1.78E-05
gene2669;SAOUHSC_02740;ABD31746.1;3921614;drug transporter putative;8712;9847;1334;1918;1459;1094;3467.568699;-2.213437179;0.220119423;-10.05561955;8.68E-24;3.30E-22
gene267;SAOUHSC_00282;ABD29454.1;3918966;branched-chain amino acid transport system II carrier protein;12560;13597;1730;9849;6520;4302;6728.830173;-0.485307643;0.286806353;-1.69210911;0.090625172;0.142582214
gene2670;SAOUHSC_02741;ABD31747.1;3921615;amino acid ABC transporter permease protein putative;839;1131;276;2223;1384;1388;1077.704172;0.81822288;0.334322318;2.447407294;0.014388814;0.028610315
gene2671;SAOUHSC_02742;ABD31748.1;3921616;amino acid transporter putative;868;1204;179;2100;1368;1529;1027.953662;1.04404119;0.217823076;4.793069721;1.64E-06;7.98E-06
gene2672;SAOUHSC_02743;ABD31749.1;3921617;amino acid ABC transporter permease protein putative;346;583;109;753;442;494;401.4545885;0.473419121;0.316646987;1.495100665;0.134888172;0.19948867
gene2673;SAOUHSC_02744;ABD31750.1;3921618;amino acid ABC transporter ATP-binding protein putative;693;1516;427;1258;765;807;902.4306889;-0.395089131;0.469950181;-0.840704286;0.400513619;0.492343021
gene2674;SAOUHSC_02745;ABD31751.1;3921619;conserved hypothetical protein;5;8;1;27;24;14;10.975974;2.147593447;0.682694136;3.145762256;0.001656546;0.004215479
gene2675;SAOUHSC_02746;ABD31752.1;3921620;conserved hypothetical protein;21;17;5;83;52;59;34.23527608;2.005559168;0.455497577;4.403007326;1.07E-05;4.34E-05
